#NearbyGene	NearbyGeneSymbol	P-value - mRNAs	Fold change - mRNAs
NM_001080150	Prr5l	4.55E-07	2.7211288
NM_001107754	Traf6	2.25E-06	7.0242527
NM_053468	Rag1	0.013061069	3.8145096
NM_001013160	Trim69	0.00081709	2.3495663
NM_017052	Sord	1.08E-07	8.9222411
NM_024141	Duox2	1.13E-05	2.9340275
NM_031148	Slc20a1	0.000419997	2.199068
ENSRNOT00000073088	Erv3	0.010688479	7.449832
NM_012631	Prnp	8.81E-08	2.629276
NM_024483	Adra1d	1.15E-09	6.1035161
ENSRNOT00000075266	AABR06026322.1	3.60E-06	2.5369961
ENSRNOT00000045312	Macrod2	3.72E-06	7.3987041
NM_012718	Andpro	0.00245614	2.152255
NM_001012206	Phlda3	6.45E-07	2.2810831
NM_001107942	Lad1	0.000194743	2.2270076
NM_012676	Tnnt2	7.97E-05	2.1416402
NM_017148	Csrp1	3.11E-06	4.0027902
NM_017184	Tnni1	2.77E-08	198.7767209
ENSRNOT00000011801	LOC685707	6.68E-05	2.7820704
ENSRNOT00000067720	LOC685727	1.14E-05	2.3705043
NM_001012206	Phlda3	6.45E-07	2.2810831
NM_001107942	Lad1	0.000194743	2.2270076
NM_012676	Tnnt2	7.97E-05	2.1416402
NM_017184	Tnni1	2.77E-08	198.7767209
ENSRNOT00000011801	LOC685707	6.68E-05	2.7820704
ENSRNOT00000067720	LOC685727	1.14E-05	2.3705043
NM_017148	Csrp1	3.11E-06	4.0027902
ENSRNOT00000042328	AABR06026949.1	0.001108058	2.1945555
ENSRNOT00000042328	AABR06026949.1	0.001108058	2.1945555
ENSRNOT00000042328	AABR06026949.1	0.001108058	2.1945555
NM_001105992	Xpr1	4.80E-08	2.6658367
ENSRNOT00000066122	Ncoa3	1.29E-06	5.2322867
NM_001034927	Sulf2	0.000115916	2.0746288
ENSRNOT00000035463	Fam65c	9.43E-06	5.6952111
NM_012637	Ptpn1	5.22E-06	2.2900975
NM_024125	Cebpb	1.41E-05	2.2325371
NM_001107807	Pmepa1	7.43E-07	5.7915375
NM_133564	Zbp1	0.000520582	4.1091381
NM_001107807	Pmepa1	7.43E-07	5.7915375
NM_133564	Zbp1	0.000520582	4.1091381
NM_001191609	Lama5	0.000165258	2.4412274
NM_133608	Slco4a1	2.37E-05	6.3570966
ENSRNOT00000071460	AABR06028471.1	0.002057264	2.6819632
NM_001109246	Exoc6b	6.63E-08	2.3416363
ENSRNOT00000034574	AABR06035438.1	1.34E-08	12.5316165
NM_001108655	Plekhf2	1.70E-07	2.827271
NM_181084	Tp53inp1	1.52E-07	3.782687
NM_001108661	Ccl19	4.33E-10	9.0312181
NM_001173981	Arid3c	0.000214509	2.1899752
ENSRNOT00000066977	LOC100912292	1.79E-06	2.4732934
NM_001024342	Dnai1	3.03E-06	4.614954
NM_001282336	Enho	2.53E-07	14.0421632
NM_001012101	Coro2a	4.78E-09	8.2584693
NM_001025652	Trmo	3.87E-05	2.282163
NM_138909	Foxe1	0.000124843	2.3803124
NM_031795	Ugcg	6.20E-07	3.3646949
NM_001115031	Cer1	6.99E-07	10.3354685
NM_001191757	Frem1	6.36E-07	13.552856
NM_172042	Kcnk2	4.40E-05	2.9146158
NM_001109083	Nsl1	0.013449863	2.0355438
NM_012912	Atf3	6.78E-08	7.0328026
NM_023991	Prkaa2	1.97E-05	3.1434356
NM_001191761	Dmrtb1	7.46E-08	5.9145186
NM_001105988	Plxna2	3.93E-05	2.0441192
NM_001107202	Cd34	2.73E-06	2.9257524
ENSRNOT00000045196	RGD1560716	9.38E-08	2.5268955
NM_057114	Prdx1	6.23E-08	3.0427247
NM_001106024	Pde6b	4.13E-09	31.8367071
NM_080481	Atp5i	3.41E-07	2.280318
NM_001106024	Pde6b	4.13E-09	31.8367071
NM_080481	Atp5i	3.41E-07	2.280318
NM_001108978	Pik3cd	4.88E-07	4.6559572
NM_001127574	Slc25a33	5.17E-08	4.640982
NM_001134841	Car6	0.002640155	30.7744123
NM_012554	Eno1	6.90E-06	4.0352229
NM_001106698	H6pd	3.37E-05	3.022784
NM_001107994	Spsb1	1.28E-05	2.4523546
NM_001108007	Pkdcc	4.20E-05	2.0779685
NM_001108007	Pkdcc	4.20E-05	2.0779685
NM_001100564	Lin54	6.51E-05	2.9631857
NM_033021	Sec31a	3.98E-06	2.6322448
ENSRNOT00000050485	LOC100365136	0.000188459	3.0527796
ENSRNOT00000075578	LOC100365136	0.000321861	2.607801
NM_013026	Sdc1	2.67E-05	2.4148355
NM_001108015	Trib2	1.04E-05	2.8013394
NM_013093	Nkx2-1	0.004941636	2.1850543
NM_001106755	Clmn	4.62E-06	2.951557
NM_053744	Dlk1	4.98E-05	2.1625055
NM_053744	Dlk1	4.98E-05	2.1625055
NM_053744	Dlk1	4.98E-05	2.1625055
NM_001047894	LOC317456	0.000136072	2.5651607
NM_001109376	Lpgat1	5.62E-05	2.2399563
NM_017109	Syn3	0.005565297	3.6056181
NM_017109	Syn3	0.005565297	3.6056181
NM_001024255	Txk	9.54E-05	2.791089
NM_053432	Tec	3.57E-05	3.0052732
NM_001008555	Slc10a4	0.000318256	3.0763299
NM_181385	Zar1	5.93E-06	3.8167967
ENSRNOT00000005537	Fam19a2	3.81E-06	3.0251066
NM_001130543	Rrm2b	1.26E-06	2.8830013
NM_017136	Sqle	6.86E-06	2.0038896
ENSRNOT00000041750	LOC686765	8.65E-06	2.5530467
NM_021588	Mb	0.041740067	5.5417013
NM_001173370	Tmem184b	7.66E-06	3.1280158
NM_001271220	Baiap2l2	0.00979041	2.2859801
NM_019173	Galr3	7.28E-06	4.117081
NM_019193	Sox10	9.39E-06	4.8699335
ENSRNOT00000071298	Ankrd33	9.71E-07	2.8264861
NM_001308636	Hoxc10	1.70E-09	29.0053347
NM_001079943	Zfp426	5.28E-06	2.1711631
NM_001015017	Olfm2	0.000267074	5.3862209
NM_001168593	Rdh8	9.60E-06	3.1145111
NM_001012201	Cadm1	2.83E-08	14.7451031
NM_001103354	LOC100125362	1.03E-10	179.1935129
NM_001191109	Nrg4	3.44E-06	4.0487782
NM_001007752	Mns1	1.01E-05	2.1764935
ENSRNOT00000031690	Nbeal2	3.14E-05	2.4477104
ENSRNOT00000056130	Nbeal2	2.44E-05	2.6074393
NM_020073	Pth1r	0.000768943	2.1266613
ENSRNOT00000043269	AABR06058265.1	2.26E-05	3.7418523
NM_001110333	Vegfa	9.91E-06	3.1351289
NM_001110334	Vegfa	4.73E-06	2.3463933
NM_001110335	Vegfa	3.46E-06	3.6933139
NM_001287107	Vegfa	9.25E-08	3.6667974
NM_001287111	Vegfa	5.89E-08	10.6541208
NM_001287113	Vegfa	1.40E-08	6.111136
NM_001287114	Vegfa	4.30E-08	6.0229743
ENSRNOT00000016538	Dst	8.94E-08	5.8410964
ENSRNOT00000017235	Dst	7.34E-10	4.1554997
ENSRNOT00000046621	Dst	2.88E-09	4.8548217
NM_022230	Stc2	4.54E-07	26.6455868
NM_053769	Dusp1	1.64E-07	4.8465607
ENSRNOT00000005688	LOC100910210	3.44E-08	37.2372725
NM_001017473	Rmnd5b	1.09E-06	2.4059649
ENSRNOT00000041253	LOC303140	1.40E-05	3.7795624
NM_019269	Slc22a5	4.21E-06	2.6332287
NM_022270	Slc22a4	6.47E-06	12.5655176
ENSRNOT00000041253	LOC303140	1.40E-05	3.7795624
NM_019269	Slc22a5	4.21E-06	2.6332287
NM_022270	Slc22a4	6.47E-06	12.5655176
NM_001305126	Tmem220	0.003855553	2.3649167
NM_001135158	Myh1	0.037248045	5.3181152
ENSRNOT00000073793	LOC100909665	0.003065912	3.6292484
NM_031088	Ptger2	2.15E-09	4.402939
ENSRNOT00000073793	LOC100909665	0.003065912	3.6292484
NM_031088	Ptger2	2.15E-09	4.402939
NM_001107259	Peli2	5.07E-08	4.4746827
NM_001100648	Foxn1	4.65E-10	53.297455
NM_031746	Slc13a2	2.10E-05	2.1139884
NM_001004068	Rffl	6.03E-05	2.2170698
NM_001107052	Arl4d	4.49E-08	3.1792375
NM_001108299	Etv4	0.000237813	2.6623484
ENSRNOT00000074987	AABR06065634.1	7.36E-06	3.254679
NM_021594	Slc9a3r1	5.28E-07	5.9714674
NM_024153	Fdxr	1.06E-08	6.7869482
NM_001007675	C1qtnf1	1.13E-05	9.2022821
NM_001134498	Rbfox3	0.000230981	5.4651228
ENSRNOT00000004320	Lgals3bp	1.50E-05	2.8156314
NM_133321	Kcnj15	6.60E-05	2.5659838
NM_023953	Cd200r1	0.001873793	2.0343053
ENSRNOT00000002790	Boc	8.56E-06	2.7572379
ENSRNOT00000059680	Cfap44	2.41E-07	3.591299
ENSRNOT00000048283	LOC100911928	3.41E-08	2.8971155
NM_198726	Kpna1	8.69E-05	2.0051294
NM_001106930	Efcab1	9.52E-05	3.8384384
ENSRNOT00000036744	Micall2	0.00060894	2.305879
NM_001008363	Zfand2a	6.77E-07	2.2742107
NM_001047923	LOC498152	1.15E-05	3.7809095
ENSRNOT00000068118	LOC681182	5.39E-05	2.6800143
ENSRNOT00000075207	LOC681182	0.000136058	2.0111723
ENSRNOT00000072303	RGD1559588	1.38E-05	2.5268379
ENSRNOT00000073627	AABR06070872.1	1.69E-05	3.0570468
ENSRNOT00000068118	LOC681182	5.39E-05	2.6800143
ENSRNOT00000075207	LOC681182	0.000136058	2.0111723
ENSRNOT00000072303	RGD1559588	1.38E-05	2.5268379
ENSRNOT00000073627	AABR06070872.1	1.69E-05	3.0570468
NM_001001504	Gtf2ird1	4.91E-08	2.0128671
NM_021997	Clip2	4.43E-07	3.841452
NM_001107194	Pogk	6.25E-05	2.0142934
ENSRNOT00000031367	Ildr2	6.03E-05	3.3453328
ENSRNOT00000064168	Ildr2	0.002149875	2.1915641
ENSRNOT00000072244	Ildr2	7.05E-07	4.1739502
ENSRNOT00000073696	Ildr2	0.000474497	2.6195651
ENSRNOT00000074954	Ildr2	0.000521506	2.5624326
NM_001105983	Disp1	0.000196499	2.0061374
NM_001106024	Pde6b	4.13E-09	31.8367071
NM_080481	Atp5i	3.41E-07	2.280318
NM_001106024	Pde6b	4.13E-09	31.8367071
NM_080481	Atp5i	3.41E-07	2.280318
ENSRNOT00000011926	Dach1	5.06E-06	4.1877778
NM_001014139	Slain1	7.87E-07	4.1844015
ENSRNOT00000065380	AABR06085511.1	0.00067853	2.834235
ENSRNOT00000015907	Ankrd36	2.68E-05	3.9067456
NM_001004210	Xbp1	1.12E-07	7.3691075
NM_001271731	Xbp1	0.000264319	2.2169423
ENSRNOT00000046644	AABR06081845.1	0.018294085	2.8903667
ENSRNOT00000074478	LOC102546376	0.048858268	2.1991528
ENSRNOT00000040447	AABR06081858.2	0.009919237	3.3395151
ENSRNOT00000061522	LOC681198	0.008897009	3.1368741
NM_001009969	Spetex-2H	0.000281937	2.9052793
NM_001009971	Spetex-2G	0.000209909	2.5228477
ENSRNOT00000046644	AABR06081845.1	0.018294085	2.8903667
ENSRNOT00000040447	AABR06081858.2	0.009919237	3.3395151
ENSRNOT00000061522	LOC681198	0.008897009	3.1368741
NM_001009971	Spetex-2G	0.000209909	2.5228477
ENSRNOT00000071671	AABR06082895.1	4.66E-06	3.838542
ENSRNOT00000075211	AABR06082888.1	6.99E-05	3.0140618
ENSRNOT00000071061	AABR06082912.2	5.94E-08	9.1968293
ENSRNOT00000065380	AABR06085511.1	0.00067853	2.834235
ENSRNOT00000043153	LOC316935	7.42E-05	2.5266965
ENSRNOT00000049147	LOC685563	0.000301919	2.6439918
ENSRNOT00000034448	Fam149a	3.67E-07	2.8006012
NM_001135600	Cyp4v3	8.53E-05	2.5066466
NM_012558	Fbp1	0.000329169	2.1712971
NM_053716	Fbp2	0.000138247	2.8806113
NM_001170429	Nxnl2	1.36E-07	8.2211901
NM_001014008	Aspn	0.000100077	2.840494
NM_175582	Id4	2.09E-08	12.6724485
ENSRNOT00000040707	Mak	3.43E-05	4.0883529
NM_001107345	Tfap2a	1.24E-05	2.1022992
NM_001008891	Ssr1	0.000116616	2.1530506
ENSRNOT00000018649	Dsp	3.26E-06	5.1501919
NM_001025719	Pxdc1	3.82E-07	3.252797
NM_001109900	Akr1cl	0.00939197	3.2596969
ENSRNOT00000031504	Calml5	1.70E-12	4.1662539
NM_001012054	Calml3	6.62E-08	19.7740462
ENSRNOT00000000158	LOC102554591	2.04E-09	7.542172
ENSRNOT00000075983	LOC102554591	5.16E-07	2.4009157
NM_031693	Syt4	0.000305958	2.5409681
NM_001107387	Tnfaip8	1.15E-06	2.0675428
ENSRNOT00000031812	Dmxl1	2.59E-06	3.5994378
NM_001134696	Ctxn3	0.000198453	2.848768
NM_001012741	Lipg	1.24E-06	4.8620019
NM_017327	Gnao1	9.29E-07	3.5465412
NM_001108439	Large	7.35E-07	2.0195009
ENSRNOT00000014360	Helt	1.48E-07	34.0116955
NM_017168	Plcg2	0.00026311	2.8698444
NM_001008833	RT1-CE10	0.018466844	2.2703987
NM_001009651	Clic2	0.000312262	2.1849611
NM_001135667	Wdr4	0.000184546	2.3520372
NM_138543	Pde9a	0.000369366	2.6435362
ENSRNOT00000032159	Ccdc6	1.10E-07	14.8665832
ENSRNOT00000074657	Slc16a9	2.71E-06	2.9935857
NM_001304741	Mrln	1.91E-05	4.051548
NM_012558	Fbp1	0.000329169	2.1712971
NM_053716	Fbp2	0.000138247	2.8806113
ENSRNOT00000065935	AABR06109214.1	3.60E-08	4.1643889
NM_012583	Hprt1	2.59E-08	4.2148661
NM_012546	Drd1	3.92E-06	10.4021002
NM_175582	Id4	2.09E-08	12.6724485
ENSRNOT00000071688	Hist1h2bcl1	1.51E-05	2.0532325
ENSRNOT00000075811	LOC100910200	8.84E-06	2.0579099
NM_001108414	Hist1h2bd	1.54E-06	2.1167296
NM_001109417	Hist1h1b	0.000573171	3.3079245
NM_001271221	Hist1h4m	2.37E-05	2.1056983
NM_001109400	Hist1h2bk	7.62E-06	2.1857461
NM_022686	Hist1h4b	4.80E-06	2.9174763
NM_013155	Vldlr	2.70E-05	2.1744676
NM_001107622	Rhobtb1	2.45E-06	2.6318926
NM_001105805	Txndc17	6.18E-05	2.1170229
ENSRNOT00000035765	Otol1	6.33E-05	2.4077331
NM_001271299	Sptssb	7.77E-09	22.120134
NM_001271301	Sptssb	3.17E-08	38.1340253
ENSRNOT00000076609	Fbxw7	0.000212066	2.1280202
NM_001100527	Frzb	0.000185664	3.4545271
NM_017052	Sord	1.08E-07	8.9222411
NM_024141	Duox2	1.13E-05	2.9340275
NM_001195482	LOC690871	2.47E-06	2.6985006
ENSRNOT00000071432	Tspan10	3.26E-07	2.6717767
NM_012941	Cyp51	2.00E-05	2.5093035
ENSRNOT00000067874	AABR06030862.1	4.41E-10	65.9871791
ENSRNOT00000051022	Fgd5	0.00063811	2.5747354
NM_001271376	Cpamd8	0.00078559	2.6596499
NM_001106660	Atp6v1g1	4.69E-06	2.0771654
ENSRNOT00000041811	AABR06037549.1	0.000155826	2.1890207
NM_001107907	Fam46b	3.36E-07	134.1336779
ENSRNOT00000043959	Sfn	5.28E-07	5.6457426
ENSRNOT00000074283	Arhgef10l	6.77E-07	2.25517
ENSRNOT00000074378	Arhgef10l	0.000167654	2.2063419
ENSRNOT00000075382	Arhgef10l	6.75E-07	4.3682831
NM_133310	Icmt	6.70E-06	2.791965
ENSRNOT00000046552	Rnf207	0.000881693	2.0362042
NM_001108007	Pkdcc	4.20E-05	2.0779685
NM_001100671	Atl2	5.43E-06	2.8628151
NM_019342	Rgs6	0.020457301	3.166959
NM_001191818	Dpf3	1.04E-08	8.893324
NM_053744	Dlk1	4.98E-05	2.1625055
ENSRNOT00000034088	LOC100362798	0.001461326	2.0008134
NM_001164303	Plec	7.45E-05	2.083302
NM_001130565	Fam83h	5.38E-05	2.0824544
NM_173331	Mapk15	8.51E-07	2.0519083
NM_001008384	Rac2	0.000354297	2.8302681
NM_001130577	Cyth4	0.000909292	3.807663
NM_001044289	Tex33	2.54E-05	2.6260526
