#NearbyGene	NearbyGeneSymbol	P-value - mRNAs	Fold change - mRNAs
ENSRNOT00000061476	AABR06058610.1	0.007015591	2.1016657
ENSRNOT00000071620	LOC100912852	0.002437485	2.2422019
ENSRNOT00000074599	AABR06058583.1	0.005062495	2.3223864
ENSRNOT00000013501	Polr3a	9.16E-05	2.7950413
NM_001035222	N4bp2l1	0.00402845	2.063927
NM_031542	Brca2	6.43E-05	3.9264257
NM_012706	Grpr	0.001861623	4.6156909
ENSRNOT00000003897	AABR06105576.2	8.72E-06	4.5004978
NM_001039505	Irx2	9.86E-05	3.6701965
NM_001107464	Dact2	0.000696682	4.4087198
NM_001168642	Zfp40	1.51E-05	6.1269305
ENSRNOT00000071232	Prrg3	0.000365849	2.211163
NM_001106220	Nlrp4a	2.17E-05	4.7350493
NM_173319	Vom2r31	0.0023647	3.5671957
NM_138911	Stip1	0.000771263	2.2024552
NM_139337	Macrod1	0.000362003	2.2148737
ENSRNOT00000034159	Ccdc88b	0.010836379	2.0297484
NM_053804	Kcnk4	5.81E-05	3.6064974
NM_001024232	Cyp3a62	0.002520323	2.8133617
NM_001017514	Izumo1	0.000773364	3.2026538
NM_031236	Fut1	0.002581349	3.3101537
NM_031635	Fut2	1.55E-05	2.2178384
NM_001173526	Ntn5	4.31E-06	5.653093
NM_001004100	Klk10	0.035007384	3.5373731
NM_001004101	Klk4	0.013932971	16.6163631
NM_019175	Klk6	0.004568438	5.2670957
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001106268	Chsy1	0.000152548	2.5351667
NM_001106286	Lyve1	0.000603585	2.6534491
NM_001048180	Sh2b1	0.001512383	2.0393698
NM_001048180	Sh2b1	0.001512383	2.0393698
NM_001009646	Qprt	0.009559914	2.7698695
NM_001025001	LOC308990	0.001155447	2.1676641
NM_012605	Mylpf	0.007676899	5.8105668
NM_138892	Dctpp1	2.37E-07	8.4286233
NM_001191840	Tgfb1i1	0.002868643	2.6037667
NM_001190162	Igf2	1.06E-05	11.1238973
NM_001190163	Igf2	4.04E-05	10.7774087
NM_019130	Ins2	2.90E-05	2.6300514
NM_012740	Th	1.33E-07	7.553954
NM_001190162	Igf2	1.06E-05	11.1238973
NM_001190163	Igf2	4.04E-05	10.7774087
NM_019130	Ins2	2.90E-05	2.6300514
NM_012740	Th	1.33E-07	7.553954
NM_001190162	Igf2	1.06E-05	11.1238973
NM_001190163	Igf2	4.04E-05	10.7774087
NM_019130	Ins2	2.90E-05	2.6300514
NM_012740	Th	1.33E-07	7.553954
NM_013413	Rln1	2.53E-06	55.1106592
NM_031514	Jak2	3.14E-06	3.9286896
NM_022953	Slit1	0.001572467	2.9014659
NM_001107593	Cnnm1	3.67E-06	3.2750573
NM_001107594	Nkx2-3	0.001682897	3.1682685
ENSRNOT00000044195	LOC100911951	0.003531458	2.6365483
NM_001107602	Elovl3	2.17E-05	3.4787251
NM_001014030	Mfsd13a	3.95E-06	2.0859
NM_134370	Psd	0.000448751	2.5688595
ENSRNOT00000001562	Sppl3	8.17E-06	19.4044186
ENSRNOT00000056733	LOC100362927	2.46E-05	2.0814657
NM_053677	Chek2	1.51E-06	3.9256644
ENSRNOT00000042543	LOC100362827	7.97E-05	2.7302219
NM_001289941	Slc1a3	0.013513319	2.277929
NM_001289942	Slc1a3	0.002149438	3.5986852
NM_001289943	Slc1a3	0.014972793	2.2494125
NM_019225	Slc1a3	0.000189293	6.5546599
NM_001134436	C1qtnf3	4.93E-06	40.2846133
NM_001011947	Rai14	8.53E-05	3.3750737
NM_001109181	Sox2	0.000670006	5.0589553
NM_001127530	LOC302022	6.78E-06	3.3528796
ENSRNOT00000031179	Mnd1	6.20E-05	2.6203666
ENSRNOT00000044499	AABR06018641.1	0.000547136	2.045592
NM_001012078	Sema4a	0.000412412	2.5069145
NM_001107687	Rab25	0.007573773	2.9700994
NM_001107688	Ubqln4	2.41E-06	2.4588075
NM_001191568	Pmf1	0.00025417	3.4449906
ENSRNOT00000026514	Smg5	0.004935033	2.2011353
NM_013414	Bglap	0.001864231	5.4418893
NM_022382	Pde4dip	0.000214115	4.5204951
NM_144739	Fmo5	0.000181839	2.2345254
NM_001024244	Vtcn1	7.75E-05	5.729471
NM_001191848	Wnt2b	0.003990764	4.2380964
NM_020091	Cym	0.008071779	5.2199942
NM_019270	Kcna3	3.09E-06	24.2408022
NM_001107724	Tram1l1	0.000924343	2.023064
NM_001107450	Clca5	3.71E-05	13.367736
NM_021682	Negr1	0.000119302	4.5364628
NM_001014178	Fam69b	7.31E-05	2.5412136
NM_053574	Vegp2	0.000753242	2.194824
NM_053725	Itga6	0.004625126	2.3567023
ENSRNOT00000031418	AABR06024097.1	0.002290762	2.2166205
ENSRNOT00000031418	AABR06024097.1	0.002290762	2.2166205
ENSRNOT00000026148	Sp3	0.00028453	2.6103771
ENSRNOT00000031418	AABR06024097.1	0.002290762	2.2166205
ENSRNOT00000002063	AABR06024480.1	0.001402479	2.5371558
NM_031664	Slc28a2	0.000185813	2.3279675
NM_001013160	Trim69	0.000100322	3.7009347
NM_001107767	Duoxa1	0.004784636	2.0979539
NM_024141	Duox2	3.07E-06	6.3451566
NM_001107768	Sema6d	6.67E-05	58.2958024
ENSRNOT00000016157	Ncaph	9.69E-05	4.0505359
NM_001106504	Astl	8.12E-08	2.670195
NM_138505	Adra2b	0.01122009	2.1764524
NM_031148	Slc20a1	4.98E-05	3.7267246
ENSRNOT00000073088	Erv3	0.005434007	10.6103026
NM_012631	Prnp	1.12E-05	6.5511038
NM_017316	Slc23a2	0.001134989	2.3977606
ENSRNOT00000073088	Erv3	0.005434007	10.6103026
NM_001037096	Rassf2	9.76E-05	3.5088181
NM_012631	Prnp	1.12E-05	6.5511038
NM_001126291	Flrt3	7.35E-06	3.4628805
NM_012676	Tnnt2	0.000341571	2.6904359
NM_017148	Csrp1	0.00537445	2.441163
ENSRNOT00000042328	AABR06026949.1	0.002131454	2.1329306
ENSRNOT00000049940	LOC102547754	2.19E-05	2.3596103
NM_001025020	Syndig1	0.000301638	2.279952
ENSRNOT00000008047	Zfp120	0.001869126	2.4294101
ENSRNOT00000042328	AABR06026949.1	0.002131454	2.1329306
ENSRNOT00000008047	Zfp120	0.001869126	2.4294101
ENSRNOT00000042328	AABR06026949.1	0.002131454	2.1329306
ENSRNOT00000042110	LOC102555578	0.001304328	2.4572681
ENSRNOT00000066122	Ncoa3	4.78E-07	8.0384626
NM_001034927	Sulf2	0.000211248	2.2783668
ENSRNOT00000071861	AABR06028102.1	0.002594042	2.3397008
NM_001191856	Bmp7	5.99E-05	3.9721858
ENSRNOT00000075538	LOC683536	0.001416492	2.0938243
NM_133608	Slco4a1	0.022640083	3.5493848
NM_001105965	Dpt	0.000233812	4.5710767
NM_001107193	Tbx19	0.000284645	2.1528758
NM_001108617	Cdk14	0.000313401	2.569782
ENSRNOT00000009264	LOC679610	0.00114693	2.0096399
NM_001100815	Gtpbp10	0.000793468	2.0414267
NM_001107846	Steap2	0.000759282	3.168396
NM_001124768	Tac1	2.22E-07	44.860275
NM_001124769	Tac1	2.98E-07	28.8196754
NM_001124770	Tac1	3.54E-06	11.1052918
NM_012666	Tac1	1.50E-07	40.6524608
NM_013079	Asns	7.87E-06	3.0576164
NM_022950	C1galt1	0.000424747	4.5630062
ENSRNOT00000075462	LOC681658	0.012747379	2.5826488
NM_001013165	Lrrc23	2.16E-05	3.1270856
NM_001107888	Emg1	1.25E-05	4.0015327
NM_001134555	C1r	0.001159076	2.2438526
NM_053018	Cd9	0.002514584	2.348095
ENSRNOT00000025889	Ncapd2	2.25E-05	4.1662142
NM_001106621	Mrpl51	5.84E-06	53.9504953
NM_013090	Vamp1	7.24E-05	2.1485255
NM_022267	Ccnd2	5.14E-05	3.0128787
ENSRNOT00000070936	LOC100912259	0.003283951	2.3652263
ENSRNOT00000072147	LOC100912290	0.000446461	4.1007332
NM_001107905	Ubxn2b	0.0002534	2.5018953
NM_001107905	Ubxn2b	0.0002534	2.5018953
ENSRNOT00000050653	Klhl32	0.00183776	2.0400927
NM_001135780	Mms22l	2.20E-06	7.020822
NM_022678	Zfp238	0.001230559	2.6392188
NM_001012101	Coro2a	0.010122504	3.320526
NM_138909	Foxe1	0.002507626	3.5234246
NM_053660	Gng10	0.000355553	2.3299519
NM_053660	Gng10	0.000355553	2.3299519
NM_001109083	Nsl1	8.52E-06	6.7231527
NM_001109083	Nsl1	8.52E-06	6.7231527
NM_023991	Prkaa2	0.004314433	3.172181
NM_023991	Prkaa2	0.004314433	3.172181
NM_001100536	Magoh	0.000177894	2.2016299
ENSRNOT00000032433	Glis1	0.009860225	5.2467092
ENSRNOT00000075624	Glis1	2.53E-05	2.433666
NM_001191761	Dmrtb1	1.91E-06	3.0642009
ENSRNOT00000047522	Trabd2b	1.07E-05	6.8092221
NM_001005265	Cr1l	1.33E-06	2.2178356
NM_019301	Cr1l	7.59E-06	2.2581007
NM_133316	Mutyh	0.000935121	3.0103147
NM_001031647	Dnali1	0.003807457	2.0828251
NM_001107980	Rspo1	0.004567623	2.59534
ENSRNOT00000038055	Maneal	0.000166696	2.0054676
NM_001025050	Cdca8	2.72E-06	8.8228142
NM_001198804	Dgkq	1.35E-05	2.760164
NM_022287	Slc26a1	2.70E-06	5.5230012
NM_001106024	Pde6b	1.34E-05	6.0228766
NM_001107245	Pcgf3	0.002362793	2.0795967
NM_001106024	Pde6b	1.34E-05	6.0228766
NM_001107245	Pcgf3	0.002362793	2.0795967
ENSRNOT00000036442	Ccdc18	7.23E-05	2.4267648
ENSRNOT00000066027	Ccdc18	4.02E-06	3.255035
NM_001191101	Hfm1	0.000844961	2.7110214
NM_001271266	Tas1r2	9.59E-06	2.6021085
ENSRNOT00000074074	Arhgef10l	0.005312574	2.2323469
ENSRNOT00000075382	Arhgef10l	9.53E-06	4.4139846
NM_012554	Eno1	0.003082256	2.6914392
NM_001107994	Spsb1	6.91E-05	2.9000392
NM_001014071	Errfi1	0.000402547	6.4828052
NM_001277252	Park7	1.06E-05	2.1286302
NM_023978	Per3	6.81E-06	19.7579379
ENSRNOT00000043641	Lclat1	8.19E-05	2.095864
NM_001007656	Mapre3	0.000635557	2.2575069
NM_001106711	Cenpa	1.53E-05	9.7357781
ENSRNOT00000050485	LOC100365136	0.001788275	2.676238
ENSRNOT00000075578	LOC100365136	0.000291716	3.0094962
ENSRNOT00000050485	LOC100365136	0.001788275	2.676238
ENSRNOT00000075578	LOC100365136	0.000291716	3.0094962
NM_022542	Rhob	0.002093839	2.7477486
NM_001170350	Gdf7	0.002632329	3.2281718
NM_001108015	Trib2	0.000307632	3.9573696
NM_001108036	Plekhh1	0.00305312	2.0009626
NM_001109359	Tmem229b	2.30E-05	3.5177179
NM_001114180	Plek2	0.001666558	4.1245313
NM_199386	Atp6v1d	1.04E-05	2.7964804
ENSRNOT00000075379	AABR06045579.1	0.002660853	3.0105803
ENSRNOT00000002781	AABR06045661.1	2.53E-06	5.2406109
NM_001106755	Clmn	0.002506563	2.147381
NM_001047894	LOC317456	0.000271342	2.6598694
NM_001109376	Lpgat1	6.22E-05	2.5011864
NM_053691	Nek2	1.68E-06	8.656282
ENSRNOT00000008360	Tle6	0.00047712	2.1083024
NM_001108074	Fzr1	6.29E-05	2.0410998
NM_021859	Matk	0.018548383	2.1426579
NM_031567	Nfic	3.64E-05	6.1313225
NM_012887	Tmpo	0.000696269	2.2751291
NM_001108085	Cradd	0.001080958	2.1391035
NM_053311	Atp2b1	0.001141743	2.2802423
NM_001012044	Lcp1	0.004795261	3.5399705
ENSRNOT00000008361	Matn2	0.001371125	2.91872
NM_022249	Khdrbs3	0.001102648	2.5990363
NM_021588	Mb	0.012167654	7.2809054
NM_001000425	Olr1111	3.46E-06	2.138291
NM_012594	Lalba	0.007726327	3.0413162
NM_001000425	Olr1111	3.46E-06	2.138291
NM_012594	Lalba	0.007726327	3.0413162
NM_001000425	Olr1111	3.46E-06	2.138291
NM_012594	Lalba	0.007726327	3.0413162
NM_001000425	Olr1111	3.46E-06	2.138291
NM_012594	Lalba	0.007726327	3.0413162
NM_001173370	Tmem184b	0.00167477	2.0080017
NM_001271220	Baiap2l2	0.017009226	2.1254293
NM_031617	Csnk1e	2.74E-07	2.3819044
NM_001024277	Gcat	0.00023806	3.0729072
NM_019173	Galr3	0.003521609	2.2341104
NM_031335	Polr2f	2.21E-05	2.2699191
NM_013196	Ppara	2.89E-05	2.2370611
NM_130748	Slc38a4	3.45E-05	9.447387
NM_001308636	Hoxc10	1.98E-06	23.7177157
NM_001007660	Ccdc82	0.000133194	3.6619569
NM_001079943	Zfp426	2.28E-05	2.6283592
NM_001168593	Rdh8	0.000596459	3.0012004
NM_001012201	Cadm1	0.00359912	4.521439
NM_024128	Nsg1	0.000117437	3.1229511
NM_001134604	Cytl1	0.001372074	2.1700094
NM_031059	Msx1	1.87E-05	3.6929861
NM_001103354	LOC100125362	0.000444895	6.6334003
NM_001037651	Prtg	0.000153688	2.0636351
NM_001013954	Lca5	0.014067529	2.0019266
NM_001201353	Hmgn3	0.003964399	2.6041255
NM_001201354	Hmgn3	0.013061205	2.2238033
NM_001201355	Hmgn3	0.013714078	2.2466536
NM_001013954	Lca5	0.014067529	2.0019266
NM_001201353	Hmgn3	0.003964399	2.6041255
NM_001201354	Hmgn3	0.013061205	2.2238033
NM_001201355	Hmgn3	0.013714078	2.2466536
NM_001107236	Cobl	0.00013328	5.8182686
NM_001109093	Grb10	0.001060876	2.530894
NM_031086	Pros1	3.45E-06	3.3855584
NM_001108792	Bend6	0.002545815	2.0606423
ENSRNOT00000016538	Dst	0.013003616	2.492759
ENSRNOT00000017235	Dst	5.36E-05	5.8564661
ENSRNOT00000046621	Dst	1.53E-05	6.2657653
NM_001108792	Bend6	0.002545815	2.0606423
ENSRNOT00000016538	Dst	0.013003616	2.492759
ENSRNOT00000017235	Dst	5.36E-05	5.8564661
ENSRNOT00000046621	Dst	1.53E-05	6.2657653
ENSRNOT00000061709	RGD1565158	1.99E-07	4.5379284
ENSRNOT00000061709	RGD1565158	1.99E-07	4.5379284
ENSRNOT00000072802	Adcy9	3.83E-08	3.1889197
ENSRNOT00000072802	Adcy9	3.83E-08	3.1889197
ENSRNOT00000028115	Bod1	2.82E-05	2.2926606
NM_001106992	Cpeb4	0.000317527	3.3834926
ENSRNOT00000005688	LOC100910210	1.32E-05	20.4692452
NM_001017473	Rmnd5b	2.73E-05	2.8837722
NM_001013180	Scgb3a1	2.87E-05	2.1391452
NM_001100727	Rufy1	0.000116445	2.2073407
NM_001137622	Adamts2	0.013453557	2.0303953
NM_022246	Rad50	8.61E-06	2.0025846
NM_053377	Kif3a	0.004056789	2.1929016
ENSRNOT00000041253	LOC303140	0.000224866	2.7292503
NM_001127302	Med9	0.000811403	2.336198
NM_001270954	Rasd1	0.039884708	2.101902
NM_182667	Myocd	7.24E-06	6.2587205
NM_001030023	Map2k4	0.048421731	2.2655196
NM_001305124	Tmem220	0.000746489	6.0539214
ENSRNOT00000073793	LOC100909665	1.26E-06	4.3740539
NM_031088	Ptger2	0.000419142	4.1241345
ENSRNOT00000073793	LOC100909665	1.26E-06	4.3740539
NM_031088	Ptger2	0.000419142	4.1241345
NM_001107259	Peli2	5.11E-05	5.9739348
NM_001277600	Hnrnpc	2.50E-05	2.4038702
NM_001100648	Foxn1	3.96E-06	22.8324872
NM_019156	Vtn	0.000437598	2.2239377
NM_031746	Slc13a2	2.01E-06	7.4243461
NM_001004068	Rffl	0.000374702	2.2001366
NM_001107031	Slfn2	0.028525127	2.2015718
NM_001007673	Mmd	3.36E-05	2.5271497
NM_001108299	Etv4	2.21E-07	32.0716613
NM_172035	Fzd2	0.000140034	3.831347
NM_001085381	Gjc1	0.000152309	3.7623139
NM_001085381	Gjc1	0.000152309	3.7623139
NM_172035	Fzd2	0.000140034	3.831347
NM_198726	Kpna1	2.72E-05	2.0018516
ENSRNOT00000046530	RGD1305422	0.001379428	2.5767307
ENSRNOT00000051989	Lrch3	2.04E-05	2.2059525
ENSRNOT00000063883	Lrch3	4.84E-05	2.5782002
ENSRNOT00000073865	Lrch3	0.001716583	2.193652
ENSRNOT00000001199	B3galtl	3.42E-07	2.7307431
NM_001047923	LOC498152	7.99E-05	4.5209779
NM_001024232	Cyp3a62	0.002520323	2.8133617
NM_001107194	Pogk	7.97E-08	4.7719347
ENSRNOT00000031367	Ildr2	1.88E-05	4.4856821
ENSRNOT00000064168	Ildr2	0.019796434	2.5656067
ENSRNOT00000072244	Ildr2	0.000135505	4.447547
ENSRNOT00000073696	Ildr2	0.009130352	3.0563393
ENSRNOT00000074954	Ildr2	0.013590958	2.8346182
NM_001108857	Mael	0.019216998	9.0646626
NM_001190459	LOC100361087	0.000241565	3.435645
NM_001191101	Hfm1	0.000844961	2.7110214
NM_001106053	RGD1306441	0.00020722	2.3781203
NM_017333	Ednrb	0.000271166	3.1721757
NM_017333	Ednrb	0.000271166	3.1721757
NM_017333	Ednrb	0.000271166	3.1721757
NM_001012046	Spry2	0.000672514	3.6969087
NM_001107284	Slitrk5	0.001690624	2.4586361
ENSRNOT00000015907	Ankrd36	7.59E-06	3.6140188
ENSRNOT00000075867	Ankrd36	0.001744142	3.2480229
NM_001004210	Xbp1	1.00E-05	5.4797425
NM_001107236	Cobl	0.00013328	5.8182686
NM_001109093	Grb10	0.001060876	2.530894
ENSRNOT00000003115	LOC100362518	0.002478301	2.05925
NM_001170600	Myh11	0.00148881	3.5851966
NM_053347	Nde1	0.000460254	2.1358479
NM_134459	Cd99l2	0.004554593	2.4700468
ENSRNOT00000073612	LOC680653	0.000122987	2.4136176
NM_001009969	Spetex-2H	0.00112009	2.9337357
NM_001009971	Spetex-2G	0.001352783	2.2273153
ENSRNOT00000063943	Nupl1	0.027814954	2.0509882
NM_170787	Erc2	0.00013982	4.9144151
NM_001107284	Slitrk5	0.001690624	2.4586361
NM_001169133	Tenm3	2.45E-05	2.0548242
NM_053770	Sorbs2	0.00135059	4.2443147
ENSRNOT00000034448	Fam149a	5.67E-05	3.6715826
NM_001135600	Cyp4v3	0.00149506	2.6568283
NM_133305	Ap3m2	0.000292644	2.5613442
NM_001107322	Ank1	0.003614488	3.2673334
ENSRNOT00000058091	Nek5	2.33E-06	8.394922
ENSRNOT00000064316	Nek3	0.001438125	2.3785245
NM_001169139	Ckap2	2.16E-06	7.0142404
NM_001037852	Spag11b	3.68E-06	6.7719551
NM_001304424	Spag11bl	2.91E-05	2.0124118
ENSRNOT00000073971	Arhgef10	2.03E-05	2.085036
NM_053901	Dlgap2	9.27E-06	3.0553164
NM_138893	Myo16	0.004883515	8.2283033
NM_001047978	LOC689713	3.11E-05	2.6531439
NM_001107328	Efnb2	0.000154474	2.1854947
ENSRNOT00000025462	Ctsl	6.84E-05	2.8159291
NM_001109114	Aaed1	0.000421294	2.7162704
NM_001107335	Dapk1	0.000489488	2.1216774
ENSRNOT00000042373	LOC100364680	2.49E-05	3.3610155
NM_001108880	Barx1	0.000227309	12.6611433
ENSRNOT00000020914	LOC679342	9.52E-07	10.6038475
ENSRNOT00000071131	AABR06090530.1	0.006367076	2.0628833
ENSRNOT00000074323	LOC100910891	6.49E-05	4.3026244
NM_001014008	Aspn	0.000637001	12.1730414
ENSRNOT00000073450	Cenpp	1.76E-06	10.1504349
ENSRNOT00000073450	Cenpp	1.76E-06	10.1504349
NM_001107345	Tfap2a	0.000309899	2.9272545
NM_001100511	Riok1	0.000456577	2.2531451
NM_001107348	Rreb1	0.003509874	3.1002161
ENSRNOT00000042805	Hist1h3e	1.94E-05	15.1467084
ENSRNOT00000071688	Hist1h2bcl1	9.20E-05	3.1820145
ENSRNOT00000074307	Hist1h2ai	2.39E-05	4.6919229
ENSRNOT00000074677	Hist1h2ac	2.73E-05	4.6700296
ENSRNOT00000074717	LOC100910554	3.48E-05	3.2392693
ENSRNOT00000075811	LOC100910200	7.73E-05	3.28725
NM_001109417	Hist1h1b	4.99E-05	12.497826
NM_001271221	Hist1h4m	3.63E-05	4.17808
NM_001108414	Hist1h2bd	0.000161762	3.2169834
NM_001109423	Hist1h2ak	2.87E-05	4.6623729
NM_001308265	Zeb1	7.02E-05	3.2360629
NM_001107357	Arhgap12	0.002136813	2.294197
NM_001109900	Akr1cl	0.049860772	2.2873401
ENSRNOT00000043733	AABR06092710.1	0.004765436	2.2675549
NM_001014240	Akr1c13	0.007064396	2.8179585
NM_001100576	Akr1c19	0.002742698	2.9021895
NM_001135744	Akr1c12l1	0.000744761	3.1937116
NM_001170342	Akr1c12	0.000621066	3.0585332
NM_001109900	Akr1cl	0.049860772	2.2873401
ENSRNOT00000031504	Calml5	7.98E-05	3.2658357
NM_001012054	Calml3	0.003176204	2.6152866
NM_145081	Optn	7.64E-05	2.6807974
NM_053926	Pip4k2a	8.93E-06	2.0743937
NM_031693	Syt4	0.001336891	7.27427
NM_001134696	Ctxn3	0.001947555	3.6984826
ENSRNOT00000071612	LOC100910934	0.002087934	2.5046835
ENSRNOT00000074629	LOC102549198	0.000656052	2.3832763
NM_001012353	MGC108823	0.000994809	2.3412821
NM_001024884	RGD1309362	0.000203494	2.2424199
ENSRNOT00000042352	Alpk2	0.000549851	2.8357967
ENSRNOT00000007407	LOC686013	4.67E-06	6.19913
ENSRNOT00000037453	Podnl1	0.000394532	5.8120861
NM_001100922	Prkaca	0.000333658	2.5958589
ENSRNOT00000011163	LOC100359539	9.42E-07	12.4790794
ENSRNOT00000044037	AABR06096724.1	6.99E-06	18.3835724
ENSRNOT00000075433	LOC102547811	1.53E-06	3.7594606
ENSRNOT00000046676	AABR06096743.1	6.74E-05	12.5208342
NM_001106165	Car7	5.45E-07	7.7283994
ENSRNOT00000042781	AABR06097777.1	0.0001741	3.9606227
NM_024391	Hsd17b2	3.35E-07	2.4390919
NM_001271269	Sdr42e1	0.000122296	3.5465482
NM_017168	Plcg2	0.008056955	2.332476
NM_001101680	Foxc2	0.007289023	3.48296
ENSRNOT00000073615	AABR06099308.1	1.17E-05	2.7420915
ENSRNOT00000073615	AABR06099308.1	1.17E-05	2.7420915
ENSRNOT00000073615	AABR06099308.1	1.17E-05	2.7420915
NM_013191	S100b	0.000275293	7.1591046
NM_001271090	Marcks	0.014691814	2.1073651
NM_001271090	Marcks	0.014691814	2.1073651
ENSRNOT00000032954	RGD1561288	9.21E-05	2.4330457
NM_012558	Fbp1	0.000697524	2.9216662
NM_053716	Fbp2	7.95E-06	6.0867978
ENSRNOT00000072527	Phf6	2.37E-06	3.1747759
ENSRNOT00000072527	Phf6	2.37E-06	3.1747759
ENSRNOT00000072527	Phf6	2.37E-06	3.1747759
NM_001106059	Thoc3	3.81E-05	2.1342124
NM_012546	Drd1	2.35E-05	3.3950499
NM_001271205	Sox4	0.002494501	2.0078681
ENSRNOT00000073615	AABR06099308.1	1.17E-05	2.7420915
ENSRNOT00000030511	Gpr126	0.003584711	2.0784815
NM_012799	Nmbr	0.004125178	9.0227105
ENSRNOT00000031044	Haus5	5.46E-05	2.4465701
ENSRNOT00000070888	AABR06004296.1	3.12E-05	2.0460761
NM_001145273	LOC688869	7.26E-07	3.2465331
NM_001173357	Dmkn	0.008211774	2.9136606
NM_001198590	Sbsn	9.32E-05	2.7949884
NM_012509	Atp4a	0.005720688	2.4535067
NM_031648	Fxyd1	0.000140145	2.4251151
ENSRNOT00000031044	Haus5	5.46E-05	2.4465701
ENSRNOT00000070888	AABR06004296.1	3.12E-05	2.0460761
NM_001145273	LOC688869	7.26E-07	3.2465331
NM_001173357	Dmkn	0.008211774	2.9136606
NM_001198590	Sbsn	9.32E-05	2.7949884
NM_012509	Atp4a	0.005720688	2.4535067
NM_031648	Fxyd1	0.000140145	2.4251151
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001008558	Ndn	0.000105586	2.2539512
NM_001190162	Igf2	1.06E-05	11.1238973
NM_001190163	Igf2	4.04E-05	10.7774087
NM_019130	Ins2	2.90E-05	2.6300514
NM_012740	Th	1.33E-07	7.553954
NM_019296	Cdk1	3.47E-06	11.2776419
NM_031805	Ank3	0.000151904	2.0276886
NM_001107622	Rhobtb1	0.000252435	2.3843088
NM_031048	Lifr	0.00061107	2.363166
NM_001271299	Sptssb	0.00664321	7.215742
NM_001271301	Sptssb	0.006655241	10.0465249
NM_001012078	Sema4a	0.000412412	2.5069145
NM_001107687	Rab25	0.007573773	2.9700994
NM_001107688	Ubqln4	2.41E-06	2.4588075
NM_001191568	Pmf1	0.00025417	3.4449906
ENSRNOT00000026514	Smg5	0.004935033	2.2011353
NM_013414	Bglap	0.001864231	5.4418893
NM_019297	Chrnb2	0.000239847	2.0014216
NM_001004229	Nup35	2.13E-07	2.5529435
ENSRNOT00000067874	AABR06030862.1	0.000579314	19.4251172
ENSRNOT00000075799	LOC100911545	0.000277643	4.2798996
NM_181088	Dfnb31	0.001146171	3.2654565
NM_145765	Tnfsf15	0.006813941	2.1736818
ENSRNOT00000074074	Arhgef10l	0.005312574	2.2323469
ENSRNOT00000075382	Arhgef10l	9.53E-06	4.4139846
ENSRNOT00000072146	AABR06041411.1	4.19E-06	7.3015588
NM_012940	Cyp1b1	1.03E-06	9.9436952
NM_019342	Rgs6	0.001054153	7.5486654
NM_001191818	Dpf3	0.0007331	3.8177452
ENSRNOT00000075379	AABR06045579.1	0.002660853	3.0105803
ENSRNOT00000075284	AABR06046445.1	7.07E-05	2.6616798
NM_001100506	Cdk18	9.39E-05	3.0063585
NM_001109328	Rab7b	0.001499087	4.3354496
NM_022959	Rassf9	2.87E-05	4.5604498
NM_001012044	Lcp1	0.004795261	3.5399705
NM_001130563	Mtss1	2.09E-05	3.0388528
NM_001008384	Rac2	0.001057244	3.7383081
NM_001130577	Cyth4	0.00846492	3.0992599
NM_138843	Mpst	0.004142566	3.0188806
NM_001008384	Rac2	0.001057244	3.7383081
NM_001130577	Cyth4	0.00846492	3.0992599
NM_138843	Mpst	0.004142566	3.0188806
NM_001270549	Panx1	0.00038834	9.8119235
NM_199397	Panx1	0.000141307	2.1970197
